Key,Source,Context,Changes,English,schinese,Russian
Marine6Desc,progression,skills,New,"Increase your entity damage, weapon handling and reload speed with machine guns by 42%.","机枪的实体伤害、武器操控和装填速度增加 42%。","Увеличивает урон, удобство обращения и скорость перезарядки пулеметов на 42%."
Marine7Desc,progression,skills,New,"'Live For Nothing, Or Die For Something.'\n\nIncrease your entity damage, weapon handling and reload speed with machine guns by 50%.","“苟且偷生，或是为何而死。”\n\n机枪的实体伤害、武器操控和装填速度增加 50%。","«Жить ради ничего или умереть ради чего-то».\n\nУвеличивает урон, удобство обращения и скорость перезарядки пулеметов на 50%."
Marine1,progression,skills,New,"Marine I","海军陆战队 I","Морпех I"
Marine2,progression,skills,New,"Marine II","海军陆战队 II","Морпех II"
Marine3,progression,skills,New,"Marine III","海军陆战队 III","Морпех III"
Marine4,progression,skills,New,"Marine IV","海军陆战队 IV","Морпех IV"
Marine5,progression,skills,New,"Marine V","海军陆战队 V","Морпех V"
Marine6,progression,skills,New,"Marine VI","海军陆战队 VI","Морпех VI"
Marine7,progression,skills,New,"Marine VII","海军陆战队 VII","Морпех VII"

MartialArts,progression,skills,New,"Martial Arts","武术","Боевые искусства"
MartialArts0,progression,skills,New,"You always had a thing for Martial Arts, now is the prime time to use them.","你一直对武术情有独钟，现在正是派上用场的大好时机。","Тебя всегда тянуло к боевым искусствам, и сейчас самое время пустить их в ход."
MartialArts1Desc,progression,skills,New,"Increase your chance to explode heads by 1.2% and your attack and movement speed with fists and knuckles by 2%.","爆头几率增加 1.2%，拳头和指节的攻击及移动速度提高 2%。","Увеличивает шанс разрыва головы на 1.2%, а скорость атаки и передвижения с кулаками и кастетами — на 2%."
MartialArts2Desc,progression,skills,New,"Increase your chance to explode heads by 2.4% and your attack and movement speed with fists and knuckles by 4%.","爆头几率增加 2.4%，拳头和指节的攻击及移动速度提高 4%。","Увеличивает шанс разрыва головы на 2.4%, а скорость атаки и передвижения с кулаками и кастетами — на 4%."
MartialArts3Desc,progression,skills,New,"Increase your chance to explode heads by 3.6% and your attack and movement speed with fists and knuckles by 6%.","爆头几率增加 3.6%，拳头和指节的攻击及移动速度提高 6%。","Увеличивает шанс разрыва головы на 3.6%, а скорость атаки и передвижения с кулаками и кастетами — на 6%."
MartialArts4Desc,progression,skills,New,"Increase your chance to explode heads by 4.8% and your attack and movement speed with fists and knuckles by 8%.","爆头几率增加 4.8%，拳头和指节的攻击及移动速度提高 8%。","Увеличивает шанс разрыва головы на 4.8%, а скорость атаки и передвижения с кулаками и кастетами — на 8%."
MartialArts5Desc,progression,skills,New,"Increase your chance to explode heads by 6% and your attack and movement speed with fists and knuckles by 10%.","爆头几率增加 6%，拳头和指节的攻击及移动速度提高 10%。","Увеличивает шанс разрыва головы на 6%, а скорость атаки и передвижения с кулаками и кастетами — на 10%."
MartialArts6Desc,progression,skills,New,"Increase your chance to explode heads by 7.2% and your attack and movement speed with fists and knuckles by 12%.","爆头几率增加 7.2%，拳头和指节的攻击及移动速度提高 12%。","Увеличивает шанс разрыва головы на 7.2%, а скорость атаки и передвижения с кулаками и кастетами — на 12%."
MartialArts7Desc,progression,skills,New,"You are the Fist of the North Star.\n\nIncrease your chance to explode heads by 10% and your attack and movement speed with fists and knuckles by 15%.","你是北斗神拳。\n\n爆头几率增加 10%，拳头和指节的攻击及移动速度提高 15%。","Вы — Кулак Полярной звезды.\n\nУвеличивает шанс разрыва головы на 10%, а скорость атаки и передвижения с кулаками и кастетами — на 15%."
MartialArts1,progression,skills,New,"Martial Arts I","武术 I","Боевые искусства I"
MartialArts2,progression,skills,New,"Martial Arts II","武术 II","Боевые искусства II"
MartialArts3,progression,skills,New,"Martial Arts III","武术 III","Боевые искусства III"
MartialArts4,progression,skills,New,"Martial Arts IV","武术 IV","Боевые искусства IV"
MartialArts5,progression,skills,New,"Martial Arts V","武术 V","Боевые искусства V"
MartialArts6,progression,skills,New,"Martial Arts VI","武术 VI","Боевые искусства VI"
MartialArts7,progression,skills,New,"Martial Arts VII","武术 VII","Боевые искусства VII"

Memorisation,progression,skills,New,"Memorisation","记忆力","Запоминание"
Memorisation0,progression,skills,New,"You are mastering the mnemonic method of memorisation. You are earning experience faster.","你正在学习记忆的方法,你可以更快地获得经验","Вы осваиваете мнемонический метод запоминания. Вы быстрее зарабатываете опыт."
Memorisation1Desc,progression,skills,New,"Increase your earned experience by 4%.","你获得的经验提高4%","Увеличьте заработанный опыт на 4%."
Memorisation2Desc,progression,skills,New,"Increase your earned experience by 8%.","你获得的经验提高8%","Увеличьте заработанный опыт на 8%."
Memorisation3Desc,progression,skills,New,"Increase your earned experience by 12%.","你获得的经验提高12%","Увеличьте заработанный опыт на 12%."
Memorisation4Desc,progression,skills,New,"Increase your earned experience by 16%.","你获得的经验提高16%","Увеличьте заработанный опыт на 16%."
Memorisation5Desc,progression,skills,New,"Increase your earned experience by 20%.","你获得的经验提高20%","Увеличьте заработанный опыт на 20%."
Memorisation6Desc,progression,skills,New,"Increase your earned experience by 24%.","你获得的经验提高24%","Увеличьте заработанный опыт на 24%."
Memorisation7Desc,progression,skills,New,"Your memorisation rivals that of Magnus Carlsen.\n\nIncrease your earned experience by 30%.","你的记忆力可以与马格努斯·卡尔森相媲美\n你获得的经验提高30%","Ваша память не уступает памяти Магнуса Карлсена.\nУвеличьте заработанный опыт на 30%."
Memorisation1,progression,skills,New,"Memorisation I","记忆力 I","Запоминание I"
Memorisation2,progression,skills,New,"Memorisation II","记忆力 II","Запоминание II"
Memorisation3,progression,skills,New,"Memorisation III","记忆力 III","Запоминание III"
Memorisation4,progression,skills,New,"Memorisation IV","记忆力 IV","Запоминание IV"
Memorisation5,progression,skills,New,"Memorisation V","记忆力 V","Запоминание V"
Memorisation6,progression,skills,New,"Memorisation VI","记忆力 VI","Запоминание VI"
Memorisation7,progression,skills,New,"Memorisation VII","记忆力 VII","Запоминание VII"

Minibiker,progression,skills,New,"Ol' Reliable","老伙计","Старый добрый"
Minibiker0,progression,skills,New,"You are mastering the art of Minibike modification.","你正在掌握小摩托改装的艺术。","Вы осваиваете искусство модификации минибайков."
Minibiker1Desc,progression,skills,New,"Minibikes take 8% less damage and use 8% less fuel.","小摩托受到的伤害减少 8%，油耗降低 8%。","Минибайки получают на 8% меньше урона и потребляют на 8% меньше топлива."
Minibiker2Desc,progression,skills,New,"Minibikes take 16% less damage and use 16% less fuel.","小摩托受到的伤害减少 16%，油耗降低 16%。","Минибайки получают на 16% меньше урона и потребляют на 16% меньше топлива."
Minibiker3Desc,progression,skills,New,"Minibikes take 24% less damage and use 24% less fuel.","小摩托受到的伤害减少 24%，油耗降低 24%。","Минибайки получают на 24% меньше урона и потребляют на 24% меньше топлива."
Minibiker4Desc,progression,skills,New,"Minibikes take 32% less damage and use 32% less fuel.","小摩托受到的伤害减少 32%，油耗降低 32%。","Минибайки получают на 32% меньше урона и потребляют на 32% меньше топлива."
Minibiker5Desc,progression,skills,New,"Minibikes take 40% less damage and use 40% less fuel.","小摩托受到的伤害减少 40%，油耗降低 40%。","Минибайки получают на 40% меньше урона и потребляют на 40% меньше топлива."
Minibiker6Desc,progression,skills,New,"Minibikes take 48% less damage and use 48% less fuel.","小摩托受到的伤害减少 48%，油耗降低 48%。","Минибайки получают на 48% меньше урона и потребляют на 48% меньше топлива."
Minibiker7Desc,progression,skills,New,"'Built to last.'\n\nMinibikes take 60% less damage and use 60% less fuel.","“经久耐用。”\n\n小摩托受到的伤害减少 60%，油耗降低 60%。","«Построено на совесть».\n\nМинибайки получают на 60% меньше урона и потребляют на 60% меньше топлива."
Minibiker1,progression,skills,New,"Ol' Reliable I","老伙计 I","Старый добрый I"
Minibiker2,progression,skills,New,"Ol' Reliable II","老伙计 II","Старый добрый II"
Minibiker3,progression,skills,New,"Ol' Reliable III","老伙计 III","Старый добрый III"
Minibiker4,progression,skills,New,"Ol' Reliable IV","老伙计 IV","Старый добрый IV"
Minibiker5,progression,skills,New,"Ol' Reliable V","老伙计 V","Старый добрый V"
Minibiker6,progression,skills,New,"Ol' Reliable VI","老伙计 VI","Старый добрый VI"
Minibiker7,progression,skills,New,"Ol' Reliable VII","老伙计 VII","Старый добрый VII"

Monstertruck,progression,skills,New,"Monster Truck","大脚车","Монстр-трак"
Monstertruck0,progression,skills,New,"You can finally build and own THE Monster Truck.","你终于可以建造并拥有那辆大脚车了。","Вы наконец-то можете построить и владеть ТЕМ САМЫМ Монстр-траком."
Monstertruck1Desc,progression,skills,New,"The Truck deals 14% more damage and takes 5% less damage.","卡车造成的伤害增加 14%，受到的伤害减少 5%。","Трак наносит на 14% больше урона и получает на 5% меньше урона."
Monstertruck2Desc,progression,skills,New,"The Truck deals 28% more damage and takes 10% less damage.","卡车造成的伤害增加 28%，受到的伤害减少 10%。","Трак наносит на 28% больше урона и получает на 10% меньше урона."
Monstertruck3Desc,progression,skills,New,"The Truck deals 42% more damage and takes 15% less damage.","卡车造成的伤害增加 42%，受到的伤害减少 15%。","Трак наносит на 42% больше урона и получает на 15% меньше урона."
Monstertruck4Desc,progression,skills,New,"The Truck deals 56% more damage and takes 20% less damage.","卡车造成的伤害增加 56%，受到的伤害减少 20%。","Трак наносит на 56% больше урона и получает на 20% меньше урона."
Monstertruck5Desc,progression,skills,New,"The Truck deals 70% more damage and takes 25% less damage.","卡车造成的伤害增加 70%，受到的伤害减少 25%。","Трак наносит на 70% больше урона и получает на 25% меньше урона."
Monstertruck6Desc,progression,skills,New,"The Truck deals 84% more damage and takes 30% less damage.","卡车造成的伤害增加 84%，受到的伤害减少 30%。","Трак наносит на 84% больше урона и получает на 30% меньше урона."
Monstertruck7Desc,progression,skills,New,"'I don't have friends, I got family.'\n\nThe Truck deals 100% more damage and takes 35% less damage.","“我没有朋友，我只有家人。”\n\n卡车造成的伤害增加 100%，受到的伤害减少 35%。","«У меня нет друзей, у меня есть семья».\n\nТрак наносит на 100% больше урона и получает на 35% меньше урона."
Monstertruck1,progression,skills,New,"Monster Truck I","大脚车 I","Монстр-трак I"
Monstertruck2,progression,skills,New,"Monster Truck II","大脚车 II","Монстр-трак II"
Monstertruck3,progression,skills,New,"Monster Truck III","大脚车 III","Монстр-трак III"
Monstertruck4,progression,skills,New,"Monster Truck IV","大脚车 IV","Монстр-трак IV"
Monstertruck5,progression,skills,New,"Monster Truck V","大脚车 V","Монстр-трак V"
Monstertruck6,progression,skills,New,"Monster Truck VI","大脚车 VI","Монстр-трак VI"
Monstertruck7,progression,skills,New,"Monster Truck VII","大脚车 VII","Монстр-трак VII"

Motorhead,progression,skills,New,"Motorhead","摩托头","Моторхед"
Motorhead0,progression,skills,New,"You are mastering the art of motorcycle modification.","你正在掌握摩托车改装的艺术。","Вы осваиваете искусство модификации мотоциклов."
Motorhead1Desc,progression,skills,New,"Motorcycles are 10% faster, but use 5% more fuel.","摩托车速度提升 10%，但油耗增加 5%。","Мотоциклы на 10% быстрее, но потребляют на 5% больше топлива."
Motorhead2Desc,progression,skills,New,"Motorcycles are 20% faster, but use 10% more fuel.","摩托车速度提升 20%，但油耗增加 10%。","Мотоциклы на 20% быстрее, но потребляют на 10% больше топлива."
Motorhead3Desc,progression,skills,New,"Motorcycles are 30% faster, but use 15% more fuel.","摩托车速度提升 30%，但油耗增加 15%。","Мотоциклы на 30% быстрее, но потребляют на 15% больше топлива."
Motorhead4Desc,progression,skills,New,"Motorcycles are 40% faster, but use 20% more fuel.","摩托车速度提升 40%，但油耗增加 20%。","Мотоциклы на 40% быстрее, но потребляют на 20% больше топлива."
Motorhead5Desc,progression,skills,New,"Motorcycles are 50% faster, but use 25% more fuel.","摩托车速度提升 50%，但油耗增加 25%。","Мотоциклы на 50% быстрее, но потребляют на 25% больше топлива."
Motorhead6Desc,progression,skills,New,"Motorcycles are 60% faster, but use 30% more fuel.","摩托车速度提升 60%，但油耗增加 30%。","Мотоциклы на 60% быстрее, но потребляют на 30% больше топлива."
Motorhead7Desc,progression,skills,New,"'Two wheels move the soul.'\n\nMotorcycles are 75% faster, but use 35% more fuel.","“两轮驱动灵魂。”\n\n摩托车速度提升 75%，但油耗增加 35%。","«Два колеса движут душой».\n\nМотоциклы на 75% быстрее, но потребляют на 35% больше топлива."
Motorhead1,progression,skills,New,"Motorhead I","摩托头 I","Моторхед I"
Motorhead2,progression,skills,New,"Motorhead II","摩托头 II","Моторхед II"
Motorhead3,progression,skills,New,"Motorhead III","摩托头 III","Моторхед III"
Motorhead4,progression,skills,New,"Motorhead IV","摩托头 IV","Моторхед IV"
Motorhead5,progression,skills,New,"Motorhead V","摩托头 V","Моторхед V"
Motorhead6,progression,skills,New,"Motorhead VI","摩托头 VI","Моторхед VI"
Motorhead7,progression,skills,New,"Motorhead VII","摩托头 VII","Моторхед VII"

ParanormalBulletivities,progression,skills,New,"Paranormal Bulletivities","超自然弹道","Сверхъестественная баллистика"
ParanormalBulletivities0,progression,skills,New,"You fire with such conviction that sometimes bullets deal extra damage!","你的射击信念如此坚定，以至于子弹有时会造成额外伤害！","Вы стреляете с такой уверенностью, что иногда пули наносят дополнительный урон!"
ParanormalBulletivities1Desc,progression,skills,New,"Every time you shoot you have a 4% chance to deal 200% increased damage.","每次射击时，你有 4% 的几率造成 200% 的额外伤害。","При каждом выстреле у вас есть 4% шанс нанести на 200% больше урона."
ParanormalBulletivities2Desc,progression,skills,New,"Every time you shoot you have a 8% chance to deal 200% increased damage.","每次射击时，你有 8% 的几率造成 200% 的额外伤害。","При каждом выстреле у вас есть 8% шанс нанести на 200% больше урона."
ParanormalBulletivities3Desc,progression,skills,New,"Every time you shoot you have a 12% chance to deal 200% increased damage.","每次射击时，你有 12% 的几率造成 200% 的额外伤害。","При каждом выстреле у вас есть 12% шанс нанести на 200% больше урона."
ParanormalBulletivities4Desc,progression,skills,New,"Every time you shoot you have a 16% chance to deal 200% increased damage.","每次射击时，你有 16% 的几率造成 200% 的额外伤害。","При каждом выстреле у вас есть 16% шанс нанести на 200% больше урона."
ParanormalBulletivities5Desc,progression,skills,New,"Every time you shoot you have a 20% chance to deal 200% increased damage.","每次射击时，你有 20% 的几率造成 200% 的额外伤害。","При каждом выстреле у вас есть 20% шанс нанести на 200% больше урона."
ParanormalBulletivities6Desc,progression,skills,New,"Every time you shoot you have a 24% chance to deal 200% increased damage.","每次射击时，你有 24% 的几率造成 200% 的额外伤害。","При каждом выстреле у вас есть 24% шанс нанести на 200% больше урона."
ParanormalBulletivities7Desc,progression,skills,New,"Every time you shoot you have a 30% chance to deal 200% increased damage.","每次射击时，你有 30% 的几率造成 200% 的额外伤害。","При каждом выстреле у вас есть 30% шанс нанести на 200% больше урона."
ParanormalBulletivities1,progression,skills,New,"Paranormal Bulletivities I","超自然弹道 I","Сверхъестественная баллистика I"
ParanormalBulletivities2,progression,skills,New,"Paranormal Bulletivities II","超自然弹道 II","Сверхъестественная баллистика II"
ParanormalBulletivities3,progression,skills,New,"Paranormal Bulletivities III","超自然弹道 III","Сверхъестественная баллистика III"
ParanormalBulletivities4,progression,skills,New,"Paranormal Bulletivities IV","超自然弹道 IV","Сверхъестественная баллистика IV"
ParanormalBulletivities5,progression,skills,New,"Paranormal Bulletivities V","超自然弹道 V","Сверхъестественная баллистика V"
ParanormalBulletivities6,progression,skills,New,"Paranormal Bulletivities VI","超自然弹道 VI","Сверхъестественная баллистика VI"
ParanormalBulletivities7,progression,skills,New,"Paranormal Bulletivities VII","超自然弹道 VII","Сверхъестественная баллистика VII"

Petrolhead,progression,skills,New,"Petrolhead","汽油脑袋","Бензиновая голова"
Petrolhead0,progression,skills,New,"The smell of gasoline is a breath of fresh air for you.","汽油味对你来说就是新鲜空气。","Запах бензина для вас — как глоток свежего воздуха."
Petrolhead1Desc,progression,skills,New,"You find 14% more gas in loot, 7% more from scrapping and all vehicles that run on gas go 2% faster.","你在搜刮时能多发现 14% 的汽油，拆解时多获得 7%，且所有燃油载具的速度提升 2%。","Вы находите на 14% больше бензина в трофеях, на 7% больше при разборке, а все бензиновые транспортные средства движутся на 2% быстрее."
Petrolhead2Desc,progression,skills,New,"You find 28% more gas in loot, 14% more from scrapping and all vehicles that run on gas go 4% faster.","你在搜刮时能多发现 28% 的汽油，拆解时多获得 14%，且所有燃油载具的速度提升 4%。","Вы находите на 28% больше бензина в трофеях, на 14% больше при разборке, а все бензиновые транспортные средства движутся на 4% быстрее."
Petrolhead3Desc,progression,skills,New,"You find 42% more gas in loot, 21% more from scrapping and all vehicles that run on gas go 6% faster.","你在搜刮时能多发现 42% 的汽油，拆解时多获得 21%，且所有燃油载具的速度提升 6%。","Вы находите на 42% больше бензина в трофеях, на 21% больше при разборке, а все бензиновые транспортные средства движутся на 6% быстрее."
Petrolhead4Desc,progression,skills,New,"You find 56% more gas in loot, 28% more from scrapping and all vehicles that run on gas go 8% faster.","你在搜刮时能多发现 56% 的汽油，拆解时多获得 28%，且所有燃油载具的速度提升 8%。","Вы находите на 56% больше бензина в трофеях, на 28% больше при разборке, а все бензиновые транспортные средства движутся на 8% быстрее."
Petrolhead5Desc,progression,skills,New,"You find 70% more gas in loot, 35% more from scrapping and all vehicles that run on gas go 10% faster.","你在搜刮时能多发现 70% 的汽油，拆解时多获得 35%，且所有燃油载具的速度提升 10%。","Вы находите на 70% больше бензина в трофеях, на 35% больше при разборке, а все бензиновые транспортные средства движутся на 10% быстрее."
Petrolhead6Desc,progression,skills,New,"You find 84% more gas in loot, 42% more from scrapping and all vehicles that run on gas go 12% faster.","你在搜刮时能多发现 84% 的汽油，拆解时多获得 42%，且所有燃油载具的速度提升 12%。","Вы находите на 84% больше бензина в трофеях, на 42% больше при разборке, а все бензиновые транспортные средства движутся на 12% быстрее."
Petrolhead7Desc,progression,skills,New,"'POWERRRRR!'\n\nYou find 100% more gas in loot, 50% more from scrapping and all vehicles that run on gas go 15% faster.","“力量！！！”\n\n你在搜刮时能多发现 100% 的汽油，拆解时多获得 50%，且所有燃油载具的速度提升 15%。","«МОЩЬ!!!»\n\nВы находите на 100% больше бензина в трофеях, на 50% больше при разборке, а все бензиновые транспортные средства движутся на 15% быстрее."
Petrolhead1,progression,skills,New,"Petrolhead I","汽油脑袋 I","Бензиновая голова I"
Petrolhead2,progression,skills,New,"Petrolhead II","汽油脑袋 II","Бензиновая голова II"
Petrolhead3,progression,skills,New,"Petrolhead III","汽油脑袋 III","Бензиновая голова III"
Petrolhead4,progression,skills,New,"Petrolhead IV","汽油脑袋 IV","Бензиновая голова IV"
Petrolhead5,progression,skills,New,"Petrolhead V","汽油脑袋 V","Бензиновая голова V"
Petrolhead6,progression,skills,New,"Petrolhead VI","汽油脑袋 VI","Бензиновая голова VI"
Petrolhead7,progression,skills,New,"Petrolhead VII","汽油脑袋 VII","Бензиновая голова VII"

PhantomHit,progression,skills,New,"Phantom Hit","虚空打击","Призрачный удар"
PhantomHit0,progression,skills,New,"That absolutely did not hit! Oh wait, I did the hitting this time.","那绝对没打中！噢等等，这次换我出手了。","Да это стопудово был промах! Ой, погодите... в этот раз попал я."
PhantomHit1Desc,progression,skills,New,"Increases Melee Weapon range by 3%.","近战武器攻击距离增加 3%。","Увеличивает дальность ближнего боя на 3%."
PhantomHit2Desc,progression,skills,New,"Increases Melee Weapon range by 6%.","近战武器攻击距离增加 6%。","Увеличивает дальность ближнего боя на 6%."
PhantomHit3Desc,progression,skills,New,"Increases Melee Weapon range by 9%.","近战武器攻击距离增加 9%。","Увеличивает дальность ближнего боя на 9%."
PhantomHit4Desc,progression,skills,New,"Increases Melee Weapon range by 12%.","近战武器攻击距离增加 12%。","Увеличивает дальность ближнего боя на 12%."
PhantomHit5Desc,progression,skills,New,"Increases Melee Weapon range by 15%.","近战武器攻击距离增加 15%。","Увеличивает дальность ближнего боя на 15%."
PhantomHit6Desc,progression,skills,New,"Increases Melee Weapon range by 18%.","近战武器攻击距离增加 18%。","Увеличивает дальность ближнего боя на 18%."
PhantomHit7Desc,progression,skills,New,"'Bluetooth hit.'\n\nIncreases Melee Weapon range by 25%.","“蓝牙攻击。”\n\n近战武器攻击距离增加 25%。","«Удар по блютузу».\n\nДальность ближнего боя увеличена на 25%."
PhantomHit1,progression,skills,New,"Phantom Hit I","虚空打击 I","Призрачный удар I"
PhantomHit2,progression,skills,New,"Phantom Hit II","虚空打击 II","Призрачный удар II"
PhantomHit3,progression,skills,New,"Phantom Hit III","虚空打击 III","Призрачный удар III"
PhantomHit4,progression,skills,New,"Phantom Hit IV","虚空打击 IV","Призрачный удар IV"
PhantomHit5,progression,skills,New,"Phantom Hit V","虚空打击 V","Призрачный удар V"
PhantomHit6,progression,skills,New,"Phantom Hit VI","虚空打击 VI","Призрачный удар VI"
PhantomHit7,progression,skills,New,"Phantom Hit VII","虚空打击 VII","Призрачный удар VII"

Pirate,progression,skills,New,"Pirate","海盗","Пират"
Pirate0,progression,skills,New,"You always wonder if that was the last piece of treasure... or is there one more?","你总是在想，那是最后一件财宝了吗……又或者，大秘宝真的存在？","Тебе всегда интересно, было ли это последнее сокровище... или же «Ван-Пис» реально существует?"
Pirate1Desc,progression,skills,New,"Harvest 4% more, gain 4% more experience from harvesting. Very rarely find valuables from dirt, sand, snow and trees.","收获增加 4%，获得经验增加 4%。很少能从泥土、沙子、雪和树木中找到有价值的东西。","Собирайте на 4% больше, получайте на 4% больше опыта. Очень редко находите ценные вещи в грязи, песке, снегу и деревьях."
Pirate2Desc,progression,skills,New,"Harvest 8% more, gain 8% more experience from harvesting. Very rarely find valuables from dirt, sand, snow and trees.","收获增加 8%，获得经验增加 8%。很少能从泥土、沙子、雪和树木中找到有价值的东西。","Собирайте на 8% больше, получайте на 8% больше опыта. Очень редко находите ценные вещи в грязи, песке, снегу и деревьях."
Pirate3Desc,progression,skills,New,"Harvest 12% more, gain 12% more experience from harvesting. Very rarely find valuables from dirt, sand, snow and trees.","收获增加 12%，获得经验增加 12%。很少能从泥土、沙子、雪和树木中找到有价值的东西。","Собирайте на 12% больше, получайте на 12% больше опыта. Очень редко находите ценные вещи в грязи, песке, снегу и деревьях."
Pirate4Desc,progression,skills,New,"Harvest 16% more, gain 16% more experience from harvesting. Rarely find valuables from dirt, sand, snow and trees.","收获增加 16%，获得经验增加 16%。有时可在泥土、沙子、雪和树木中找到有价值的东西。","Собирайте на 16% больше, получайте на 16% больше опыта. Редко находите ценные вещи в грязи, песке, снегу и деревьях."
Pirate5Desc,progression,skills,New,"Harvest 20% more, gain 20% more experience from harvesting. Rarely find valuables from dirt, sand, snow and trees.","收获增加 20%，获得经验增加 20%。有时可在泥土、沙子、雪和树木中找到有价值的东西。","Собирайте на 20% больше, получайте на 20% больше опыта. Редко находите ценные вещи в грязи, песке, снегу и деревьях."
Pirate6Desc,progression,skills,New,"Harvest 24% more, gain 24% more experience from harvesting. Rarely find valuables from dirt, sand, snow and trees.","收获增加 24%，获得经验增加 24%。有时可在泥土、沙子、雪和树木中找到有价值的东西。","Собирайте на 24% больше, получайте на 24% больше опыта. Редко находите ценные вещи в грязи, песке, снегу и деревьях."
Pirate7Desc,progression,skills,New,"'Not all treasure is silver and gold, mate.'\n\nHarvest 30% more, gain 30% more experience from harvesting. Occasionally find valuables from dirt, sand, snow and trees.","“并非所有宝藏都是金银财宝，伙计。”\n收获多 30%，获得多 30% 的经验。从泥土、沙子、雪和树木中寻找贵重物品。","'Не все сокровища — серебро и золото, приятель.'\n\nСобирай на 30% больше, получай на 30% больше опыта. Иногда находи ценные вещи в грязи, песке, снегу и деревьях."
Pirate1,progression,skills,New,"Pirate I","海盗 I","Пират I"
Pirate2,progression,skills,New,"Pirate II","海盗 II","Пират II"
Pirate3,progression,skills,New,"Pirate III","海盗 III","Пират III"
Pirate4,progression,skills,New,"Pirate IV","海盗 IV","Пират IV"
Pirate5,progression,skills,New,"Pirate V","海盗 V","Пират V"
Pirate6,progression,skills,New,"Pirate VI","海盗 VI","Пират VI"
Pirate7,progression,skills,New,"Pirate VII","海盗 VII","Пират VII"

PlotArmor,progression,skills,New,"Plot Armor","主角光环","Сюжетная броня"
PlotArmor0,progression,skills,New,"You MIGHT have some main character qualities.","你或许真的拥有些许“主角”特质。","ВОЗМОЖНО, у вас есть задатки главного героя."
PlotArmor1Desc,progression,skills,New,"Adds 4% resistance to critical injuries.","增加 4% 的重伤抗性。","Дает 4% сопротивления критическим травмам."
PlotArmor2Desc,progression,skills,New,"Adds 8% resistance to critical injuries.","增加 8% 的重伤抗性。","Дает 8% сопротивления критическим травмам."
PlotArmor3Desc,progression,skills,New,"Adds 12% resistance to critical injuries.","增加 12% 的重伤抗性。","Дает 12% сопротивления критическим травмам."
PlotArmor4Desc,progression,skills,New,"Adds 16% resistance to critical injuries.","增加 16% 的重伤抗性。","Дает 16% сопротивления критическим травмам."
PlotArmor5Desc,progression,skills,New,"Adds 20% resistance to critical injuries.","增加 20% 的重伤抗性。","Дает 20% сопротивления критическим травмам."
PlotArmor6Desc,progression,skills,New,"Adds 24% resistance to critical injuries.","增加 24% 的重伤抗性。","Дает 24% сопротивления критическим травмам."
PlotArmor7Desc,progression,skills,New,"Adds 30% resistance to critical injuries.","增加 30% 的重伤抗性。","Дает 30% сопротивления критическим травмам."
PlotArmor1,progression,skills,New,"Plot Armor I","主角光环 I","Сюжетная броня I"
PlotArmor2,progression,skills,New,"Plot Armor II","主角光环 II","Сюжетная броня II"
PlotArmor3,progression,skills,New,"Plot Armor III","主角光环 III","Сюжетная броня III"
PlotArmor4,progression,skills,New,"Plot Armor IV","主角光环 IV","Сюжетная броня IV"
PlotArmor5,progression,skills,New,"Plot Armor V","主角光环 V","Сюжетная броня V"
PlotArmor6,progression,skills,New,"Plot Armor VI","主角光环 VI","Сюжетная броня VI"
PlotArmor7,progression,skills,New,"Plot Armor VII","主角光环 VII","Сюжетная броня VII"

RapidBlows,progression,skills,New,"Rapid Blows","迅疾打击","Стремительные удары"
RapidBlows0,progression,skills,New,"Nothing matches your speed in melee combat.","在近战中，没有任何人的速度能与你匹敌。","В ближнем бою никто не сравнится с тобой в скорости."
RapidBlows1Desc,progression,skills,New,"Increase your Attack Speed with melee tools and weapons by 4%.","近战工具和武器的攻击速度增加4%","Увеличивает скорость вашей атаки с помощью инструментов и оружия ближнего боя на 4%."
RapidBlows2Desc,progression,skills,New,"Increase your Attack Speed with melee tools and weapons by 8%.","近战工具和武器的攻击速度增加8%","Увеличивает скорость вашей атаки с помощью инструментов и оружия ближнего боя на 8%."
RapidBlows3Desc,progression,skills,New,"Increase your Attack Speed with melee tools and weapons by 12%.","近战工具和武器的攻击速度增加12%","Увеличивает скорость вашей атаки с помощью инструментов и оружия ближнего боя на 12%."
RapidBlows4Desc,progression,skills,New,"Increase your Attack Speed with melee tools and weapons by 16%.","近战工具和武器的攻击速度增加16%","Увеличивает скорость вашей атаки с помощью инструментов и оружия ближнего боя на 16%."
RapidBlows5Desc,progression,skills,New,"Increase your Attack Speed with melee tools and weapons by 20%.","近战工具和武器的攻击速度增加20%","Увеличивает скорость вашей атаки с помощью инструментов и оружия ближнего боя на 20%."
RapidBlows6Desc,progression,skills,New,"Increase your Attack Speed with melee tools and weapons by 24%.","近战工具和武器的攻击速度增加24%","Увеличивает скорость вашей атаки с помощью инструментов и оружия ближнего боя на 24%."
RapidBlows7Desc,progression,skills,New,"Fast as lightning!\n\nIncrease your Attack Speed with melee tools and weapons by 30%.","快如闪电!\n近战工具和武器的攻击速度增加 30%","Быстрый как молния! Увеличивает скорость атаки с помощью инструментов и оружия ближнего боя на 30%."
RapidBlows1,progression,skills,New,"Rapid Blows I","迅疾打击 I","Стремительные удары I"
RapidBlows2,progression,skills,New,"Rapid Blows II","迅疾打击 II","Стремительные удары II"
RapidBlows3,progression,skills,New,"Rapid Blows III","迅疾打击 III","Стремительные удары III"
