Key,Source,Context,Changes,english,schinese
modWeaponFrostGrenadeNestWA1Desc,items,Item,New,"A cryo-grenade dispenser that lobs freezing orbs around the target on impact — turning the battlefield into a walk-in freezer. On Primary/Secondary hit: [FFA500]10%[-] chance to lob [FFA500]3[-] frost grenades around the target, each dealing [FF4500]150%[-] weapon damage as Cold in a [FFD700]3.2m[-] radius, inflicting [708090]30%[-] slow for [FFA500]5s[-] and [FF4500]Frost Crack[-] (+10% damage taken, [FFA500]3s[-]).","低温榴弹分配器——命中时向目标周围抛掷冻结球，化战场为步入式冷库。主/副武器命中时：[FFA500]10%[-]概率向目标周围抛掷[FFA500]3[-]枚冰霜榴弹，每枚在[FFD700]3.2米[-]半径内造成[FF4500]150%[-]武器伤害的低温伤害，附加[708090]30%[-]减速持续[FFA500]5秒[-]与[FF4500]霜裂[-]（+10%受到伤害，[FFA500]3秒[-]）。"

modWeaponFrostGrenadeNestWA2,items,Item,New,[FF8C00]Frost Grenade Nest WA2[-],[FF8C00]冰霜榴弹巢·WA2[-]
modWeaponFrostGrenadeNestWA2Desc,items,Item,New,"An enhanced cryo-dispenser with wider blast radii and improved weapon damage conversion. On Primary/Secondary hit: [FFA500]13%[-] chance to lob [FFA500]3[-] frost grenades around the target, each dealing [FF4500]195%[-] weapon damage as Cold in a [FFD700]3.84m[-] radius, inflicting [708090]30%[-] slow for [FFA500]5s[-] and [FF4500]Frost Crack[-] (+10% damage taken, [FFA500]3s[-]).","强化型低温分配器——拓宽爆炸半径并提升武器伤害转化。主/副武器命中时：[FFA500]13%[-]概率向目标周围抛掷[FFA500]3[-]枚冰霜榴弹，每枚在[FFD700]3.84米[-]半径内造成[FF4500]195%[-]武器伤害的低温伤害，附加[708090]30%[-]减速持续[FFA500]5秒[-]与[FF4500]霜裂[-]（+10%受到伤害，[FFA500]3秒[-]）。"
buffWA2FrostGrenadeNestSlowName,buffs,Buff,New,Frostbite,霜噬
buffWA2FrostGrenadeNestSlowDesc,buffs,Buff,New,Movement speed reduced by [708090]30%[-].,移动速度降低[708090]30%[-]。
buffWA2FrostGrenadeNestFrostCrackName,buffs,Buff,New,Frost Crack,霜裂
buffWA2FrostGrenadeNestFrostCrackDesc,buffs,Buff,New,Incoming damage increased by [FF4500]10%[-].,受到的伤害增加[FF4500]10%[-]。

modWeaponFrostGrenadeNestWA3,items,Item,New,[B8860B]Frost Grenade Nest WA3[-],[B8860B]冰霜榴弹巢·WA3[-]
modWeaponFrostGrenadeNestWA3Desc,items,Item,New,"An overclocked cryo-launcher with an additional grenade per volley and extreme weapon damage scaling. On Primary/Secondary hit: [FFA500]16%[-] chance to lob [FFA500]4[-] frost grenades around the target, each dealing [FF4500]253.5%[-] weapon damage as Cold in a [FFD700]4.61m[-] radius, inflicting [708090]30%[-] slow for [FFA500]5s[-] and [FF4500]Frost Crack[-] (+10% damage taken, [FFA500]3s[-]).","超频低温发射器——每轮齐射增加一枚榴弹并极大幅武器伤害倍率。主/副武器命中时：[FFA500]16%[-]概率向目标周围抛掷[FFA500]4[-]枚冰霜榴弹，每枚在[FFD700]4.61米[-]半径内造成[FF4500]253.5%[-]武器伤害的低温伤害，附加[708090]30%[-]减速持续[FFA500]5秒[-]与[FF4500]霜裂[-]（+10%受到伤害，[FFA500]3秒[-]）。"

modWeaponFrostGrenadeNestWA4,items,Item,New,[2E8B57]Frost Grenade Nest WA4[-],[2E8B57]冰霜榴弹巢·WA4[-]
modWeaponFrostGrenadeNestWA4Desc,items,Item,New,"A tactical-grade cryo-saturation system — wider blasts, more frequent triggers. On Primary/Secondary hit: [FFA500]19%[-] chance to lob [FFA500]4[-] frost grenades around the target, each dealing [FF4500]329.6%[-] weapon damage as Cold in a [FFD700]5.53m[-] radius, inflicting [708090]30%[-] slow for [FFA500]5s[-] and [FF4500]Frost Crack[-] (+10% damage taken, [FFA500]3s[-]).","战术级低温饱和系统——更广爆炸范围，更高触发频率。主/副武器命中时：[FFA500]19%[-]概率向目标周围抛掷[FFA500]4[-]枚冰霜榴弹，每枚在[FFD700]5.53米[-]半径内造成[FF4500]329.6%[-]武器伤害的低温伤害，附加[708090]30%[-]减速持续[FFA500]5秒[-]与[FF4500]霜裂[-]（+10%受到伤害，[FFA500]3秒[-]）。"

modWeaponFrostGrenadeNestWA5,items,Item,New,[4169E1]Frost Grenade Nest WA5[-],[4169E1]冰霜榴弹巢·WA5[-]
modWeaponFrostGrenadeNestWA5Desc,items,Item,New,"A sub-zero carpet-bombing module — five grenades blanket the kill zone in permafrost. On Primary/Secondary hit: [FFA500]22%[-] chance to lob [FFA500]5[-] frost grenades around the target, each dealing [FF4500]428.4%[-] weapon damage as Cold in a [FFD700]6.64m[-] radius, inflicting [708090]30%[-] slow for [FFA500]5s[-] and [FF4500]Frost Crack[-] (+10% damage taken, [FFA500]3s[-]).","极寒地毯轰炸模块——五枚榴弹以永冻覆盖杀戮区域。主/副武器命中时：[FFA500]22%[-]概率向目标周围抛掷[FFA500]5[-]枚冰霜榴弹，每枚在[FFD700]6.64米[-]半径内造成[FF4500]428.4%[-]武器伤害的低温伤害，附加[708090]30%[-]减速持续[FFA500]5秒[-]与[FF4500]霜裂[-]（+10%受到伤害，[FFA500]3秒[-]）。"

modWeaponFrostGrenadeNestWA6,items,Item,New,[9932CC]Frost Grenade Nest WA6[-],[9932CC]冰霜榴弹巢·WA6[-]
modWeaponFrostGrenadeNestWA6Desc,items,Item,New,"An ice-age-in-a-canister — the ultimate cryo-saturation weapon, five grenades at near-sixfold weapon damage. On Primary/Secondary hit: [FFA500]24%[-] chance to lob [FFA500]5[-] frost grenades around the target, each dealing [FF4500]556.9%[-] weapon damage as Cold in a [FFD700]7.96m[-] radius, inflicting [708090]30%[-] slow for [FFA500]5s[-] and [FF4500]Frost Crack[-] (+10% damage taken, [FFA500]3s[-]).","罐装冰河时代——终极低温饱和武器，五枚榴弹近六倍武器伤害。主/副武器命中时：[FFA500]24%[-]概率向目标周围抛掷[FFA500]5[-]枚冰霜榴弹，每枚在[FFD700]7.96米[-]半径内造成[FF4500]556.9%[-]武器伤害的低温伤害，附加[708090]30%[-]减速持续[FFA500]5秒[-]与[FF4500]霜裂[-]（+10%受到伤害，[FFA500]3秒[-]）。"

modWeaponLightningChainCapacitorWA1,items,Item,New,[8B4513]Lightning Chain Capacitor WA1[-],[8B4513]雷链电容器·WA1[-]
modWeaponLightningChainCapacitorWA1Desc,items,Item,New,"A high-voltage discharge module that arcs chain lightning between enemies on impact. On Primary/Secondary hit: [FFA500]8%[-] chance to trigger chain lightning ([FFA500]1[-] initial bolt + [FFA500]4[-] chains), dealing [FF4500]35%[-] weapon damage as Electrical in a [FFD700]2m[-] radius. Chain targets have [FFA500]20%[-] chance to be [FF4500]shocked[-].","高压放电器——命中时在敌人之间电弧连锁闪电。主/副武器命中时：[FFA500]8%[-]概率触发连锁闪电（[FFA500]1[-]道初始闪电+[FFA500]4[-]次连锁），在[FFD700]2米[-]半径内造成[FF4500]35%[-]武器伤害的电击伤害。连锁目标有[FFA500]20%[-]概率被[FF4500]电击[-]。"

modWeaponLightningChainCapacitorWA2,items,Item,New,[FF8C00]Lightning Chain Capacitor WA2[-],[FF8C00]雷链电容器·WA2[-]
modWeaponLightningChainCapacitorWA2Desc,items,Item,New,"An amplified capacitor with increased trigger rate, wider initial blast, and stronger weapon scaling. On Primary/Secondary hit: [FFA500]9%[-] chance to trigger chain lightning ([FFA500]1[-] initial bolt + [FFA500]4[-] chains), dealing [FF4500]45.5%[-] weapon damage as Electrical in a [FFD700]2.4m[-] radius. Chain targets have [FFA500]20%[-] chance to be [FF4500]shocked[-].","放大电容器——提升触发率、扩大初始爆炸范围并强化武器伤害倍率。主/副武器命中时：[FFA500]9%[-]概率触发连锁闪电（[FFA500]1[-]道初始闪电+[FFA500]4[-]次连锁），在[FFD700]2.4米[-]半径内造成[FF4500]45.5%[-]武器伤害的电击伤害。连锁目标有[FFA500]20%[-]概率被[FF4500]电击[-]。"

modWeaponLightningChainCapacitorWA3,items,Item,New,[B8860B]Lightning Chain Capacitor WA3[-],[B8860B]雷链电容器·WA3[-]
modWeaponLightningChainCapacitorWA3Desc,items,Item,New,"A dual-bolt capacitor that fires two initial lightning strikes per trigger for multiplied devastation. On Primary/Secondary hit: [FFA500]10%[-] chance to trigger [FFA500]2[-] lightning bolts ([FFA500]4[-] chains each), each dealing [FF4500]59.2%[-] weapon damage as Electrical in a [FFD700]2.88m[-] radius. Chain targets have [FFA500]20%[-] chance to be [FF4500]shocked[-].","双雷电容器——每次触发发射两道初始闪电，倍增毁灭。主/副武器命中时：[FFA500]10%[-]概率触发[FFA500]2[-]道闪电（各[FFA500]4[-]次连锁），每道在[FFD700]2.88米[-]半径内造成[FF4500]59.2%[-]武器伤害的电击伤害。连锁目标有[FFA500]20%[-]概率被[FF4500]电击[-]。"

modWeaponLightningChainCapacitorWA4,items,Item,New,[2E8B57]Lightning Chain Capacitor WA4[-],[2E8B57]雷链电容器·WA4[-]
modWeaponLightningChainCapacitorWA4Desc,items,Item,New,"A storm-grade capacitor array with an extra chain link and substantially higher damage throughput. On Primary/Secondary hit: [FFA500]10%[-] chance to trigger [FFA500]2[-] lightning bolts ([FFA500]5[-] chains each), each dealing [FF4500]76.9%[-] weapon damage as Electrical in a [FFD700]3.46m[-] radius. Chain targets have [FFA500]20%[-] chance to be [FF4500]shocked[-].","风暴级电容器阵列——增加一次连锁并大幅提升伤害输出。主/副武器命中时：[FFA500]10%[-]概率触发[FFA500]2[-]道闪电（各[FFA500]5[-]次连锁），每道在[FFD700]3.46米[-]半径内造成[FF4500]76.9%[-]武器伤害的电击伤害。连锁目标有[FFA500]20%[-]概率被[FF4500]电击[-]。"

modWeaponLightningChainCapacitorWA5,items,Item,New,[4169E1]Lightning Chain Capacitor WA5[-],[4169E1]雷链电容器·WA5[-]
modWeaponLightningChainCapacitorWA5Desc,items,Item,New,"A tri-bolt thunderhead — three simultaneous lightning strikes that cascade through enemy ranks at near-full weapon power. On Primary/Secondary hit: [FFA500]11%[-] chance to trigger [FFA500]3[-] lightning bolts ([FFA500]5[-] chains each), each dealing [FF4500]100%[-] weapon damage as Electrical in a [FFD700]4.15m[-] radius. Chain targets have [FFA500]20%[-] chance to be [FF4500]shocked[-].","三雷暴云——三道同时闪电以近乎全额武器威力在敌阵中连锁。主/副武器命中时：[FFA500]11%[-]概率触发[FFA500]3[-]道闪电（各[FFA500]5[-]次连锁），每道在[FFD700]4.15米[-]半径内造成[FF4500]100%[-]武器伤害的电击伤害。连锁目标有[FFA500]20%[-]概率被[FF4500]电击[-]。"

modWeaponLightningChainCapacitorWA6,items,Item,New,[9932CC]Lightning Chain Capacitor WA6[-],[9932CC]雷链电容器·WA6[-]
modWeaponLightningChainCapacitorWA6Desc,items,Item,New,"The god-array capacitor — three bolts at 130% weapon power, each chaining five times across the battlefield. On Primary/Secondary hit: [FFA500]12%[-] chance to trigger [FFA500]3[-] lightning bolts ([FFA500]5[-] chains each), each dealing [FF4500]130%[-] weapon damage as Electrical in a [FFD700]4.98m[-] radius. Chain targets have [FFA500]20%[-] chance to be [FF4500]shocked[-].","神级电容器阵列——三道130%武器威力的闪电，各在战场上连锁五次。主/副武器命中时：[FFA500]12%[-]概率触发[FFA500]3[-]道闪电（各[FFA500]5[-]次连锁），每道在[FFD700]4.98米[-]半径内造成[FF4500]130%[-]武器伤害的电击伤害。连锁目标有[FFA500]20%[-]概率被[FF4500]电击[-]。"

modWeaponKineticEscalatorWP3,items,Item,New,[B8860B]Kinetic Escalator WP3[-],[B8860B]动能递增机芯·WP3[-]
modWeaponKineticEscalatorWP3Desc,items,Item,New,"A recursive combat accelerator — every strike sharpens the next, every hit fuels your advance. On attack end: gain [FFA500]+1[-] attack kinetic stack. On hit: gain [FFA500]+1[-] attack and [FFA500]+1[-] movement kinetic stack. Each attack stack grants [FF4500]+2%[-] attack speed and [708090]+1%[-] buff resistance. Each movement stack grants [FF8C00]+1%[-] movement speed. Max [FFD700]10[-] stacks each. Stacks decay rapidly after [FFA500]2s[-] without attacking. On reload: retain [FFA500]50%[-] stacks.","递归式战斗加速器——每一击磨砺下一击，每一命中推动你的推进。攻击结束时：获得[FFA500]+1[-]攻击动能层数。命中时：额外获得[FFA500]+1[-]攻击层数与[FFA500]+1[-]移动层数。每层攻击动能提供[FF4500]+2%[-]攻击速度与[708090]+1%[-]Buff抗性。每层移动动能提供[FF8C00]+1%[-]移动速度。各最多[FFD700]10[-]层。停止攻击[FFA500]2秒[-]后快速衰减。换弹时：保留[FFA500]50%[-]层数。"
buffWP3KineticEscalatorCoreName,buffs,Buff,New,Kinetic Escalation,动能递增
buffWP3KineticEscalatorCoreDesc,buffs,Buff,New,Attack stacks: [FF4500]+{cWP3KineticAtkBonus:0.#}%[-] atk speed & [708090]+{cWP3KineticResistBonus:0.#}%[-] buff resist; Move stacks: [FF8C00]+{cWP3KineticMoveBonus:0.#}%[-] speed.,攻击层数：[FF4500]+{cWP3KineticAtkBonus:0.#}%[-]攻速&[708090]+{cWP3KineticResistBonus:0.#}%[-]Buff抗性；移动层数：[FF8C00]+{cWP3KineticMoveBonus:0.#}%[-]速度。

modArmorVitalityUpperP1,items,Item,New,[8B4513]Vitality Rune — Head P1[-],[8B4513]活力符石·头部P1[-]
modArmorVitalityUpperP1Desc,items,Item,New,"A basic biometric augment etched with vitality sigils. Passively grants [32CD32]+5[-] Max Health and [FFD700]+3[-] Max Stamina.","刻有活力符文的基础生物计量增强体。常驻[32CD32]+5[-]最大生命值与[FFD700]+3[-]最大耐力。"
modArmorVitalityMiddleP1,items,Item,New,[8B4513]Vitality Rune — Chest P1[-],[8B4513]活力符石·胸甲P1[-]
modArmorVitalityMiddleP1Desc,items,Item,New,"A basic biometric augment etched with vitality sigils. Passively grants [32CD32]+5[-] Max Health and [FFD700]+3[-] Max Stamina.","刻有活力符文的基础生物计量增强体。常驻[32CD32]+5[-]最大生命值与[FFD700]+3[-]最大耐力。"
modArmorVitalityLowerP1,items,Item,New,[8B4513]Vitality Rune — Feet P1[-],[8B4513]活力符石·足部P1[-]
modArmorVitalityLowerP1Desc,items,Item,New,"A basic biometric augment etched with vitality sigils. Passively grants [32CD32]+5[-] Max Health and [FFD700]+3[-] Max Stamina.","刻有活力符文的基础生物计量增强体。常驻[32CD32]+5[-]最大生命值与[FFD700]+3[-]最大耐力。"

modArmorVitalityUpperP2,items,Item,New,[FF8C00]Vitality Rune — Head P2[-],[FF8C00]活力符石·头部P2[-]
modArmorVitalityUpperP2Desc,items,Item,New,"A refined vitality circuit with denser biometric weave. Passively grants [32CD32]+19[-] Max Health and [FFD700]+6.4[-] Max Stamina.","精炼型活力回路——更致密的生物计量织层。常驻[32CD32]+19[-]最大生命值与[FFD700]+6.4[-]最大耐力。"
modArmorVitalityMiddleP2,items,Item,New,[FF8C00]Vitality Rune — Chest P2[-],[FF8C00]活力符石·胸甲P2[-]
modArmorVitalityMiddleP2Desc,items,Item,New,"A refined vitality circuit with denser biometric weave. Passively grants [32CD32]+19[-] Max Health and [FFD700]+6.4[-] Max Stamina.","精炼型活力回路——更致密的生物计量织层。常驻[32CD32]+19[-]最大生命值与[FFD700]+6.4[-]最大耐力。"
modArmorVitalityLowerP2,items,Item,New,[FF8C00]Vitality Rune — Feet P2[-],[FF8C00]活力符石·足部P2[-]
modArmorVitalityLowerP2Desc,items,Item,New,"A refined vitality circuit with denser biometric weave. Passively grants [32CD32]+19[-] Max Health and [FFD700]+6.4[-] Max Stamina.","精炼型活力回路——更致密的生物计量织层。常驻[32CD32]+19[-]最大生命值与[FFD700]+6.4[-]最大耐力。"

modArmorVitalityUpperP3,items,Item,New,[B8860B]Vitality Rune — Head P3[-],[B8860B]活力符石·头部P3[-]
modArmorVitalityUpperP3Desc,items,Item,New,"An advanced vitality matrix with amplified bio-capacitance. Passively grants [32CD32]+33[-] Max Health and [FFD700]+9.8[-] Max Stamina.","高级活力矩阵——放大生物电容。常驻[32CD32]+33[-]最大生命值与[FFD700]+9.8[-]最大耐力。"
modArmorVitalityMiddleP3,items,Item,New,[B8860B]Vitality Rune — Chest P3[-],[B8860B]活力符石·胸甲P3[-]
modArmorVitalityMiddleP3Desc,items,Item,New,"An advanced vitality matrix with amplified bio-capacitance. Passively grants [32CD32]+33[-] Max Health and [FFD700]+9.8[-] Max Stamina.","高级活力矩阵——放大生物电容。常驻[32CD32]+33[-]最大生命值与[FFD700]+9.8[-]最大耐力。"
modArmorVitalityLowerP3,items,Item,New,[B8860B]Vitality Rune — Feet P3[-],[B8860B]活力符石·足部P3[-]
modArmorVitalityLowerP3Desc,items,Item,New,"An advanced vitality matrix with amplified bio-capacitance. Passively grants [32CD32]+33[-] Max Health and [FFD700]+9.8[-] Max Stamina.","高级活力矩阵——放大生物电容。常驻[32CD32]+33[-]最大生命值与[FFD700]+9.8[-]最大耐力。"

modArmorVitalityUpperP4,items,Item,New,[2E8B57]Vitality Rune — Head P4[-],[2E8B57]活力符石·头部P4[-]
modArmorVitalityUpperP4Desc,items,Item,New,"A high-output vitality reactor for sustained combat endurance. Passively grants [32CD32]+47[-] Max Health and [FFD700]+13.2[-] Max Stamina.","高输出活力反应堆——维持持久作战耐力。常驻[32CD32]+47[-]最大生命值与[FFD700]+13.2[-]最大耐力。"
modArmorVitalityMiddleP4,items,Item,New,[2E8B57]Vitality Rune — Chest P4[-],[2E8B57]活力符石·胸甲P4[-]
modArmorVitalityMiddleP4Desc,items,Item,New,"A high-output vitality reactor for sustained combat endurance. Passively grants [32CD32]+47[-] Max Health and [FFD700]+13.2[-] Max Stamina.","高输出活力反应堆——维持持久作战耐力。常驻[32CD32]+47[-]最大生命值与[FFD700]+13.2[-]最大耐力。"
modArmorVitalityLowerP4,items,Item,New,[2E8B57]Vitality Rune — Feet P4[-],[2E8B57]活力符石·足部P4[-]
modArmorVitalityLowerP4Desc,items,Item,New,"A high-output vitality reactor for sustained combat endurance. Passively grants [32CD32]+47[-] Max Health and [FFD700]+13.2[-] Max Stamina.","高输出活力反应堆——维持持久作战耐力。常驻[32CD32]+47[-]最大生命值与[FFD700]+13.2[-]最大耐力。"

modArmorVitalityUpperP5,items,Item,New,[4169E1]Vitality Rune — Head P5[-],[4169E1]活力符石·头部P5[-]
modArmorVitalityUpperP5Desc,items,Item,New,"A military-grade vitality core — the line between flesh and machine dissolves. Passively grants [32CD32]+61[-] Max Health and [FFD700]+16.6[-] Max Stamina.","军用级活力核心——肉体与机械的界限消融。常驻[32CD32]+61[-]最大生命值与[FFD700]+16.6[-]最大耐力。"
modArmorVitalityMiddleP5,items,Item,New,[4169E1]Vitality Rune — Chest P5[-],[4169E1]活力符石·胸甲P5[-]
modArmorVitalityMiddleP5Desc,items,Item,New,"A military-grade vitality core — the line between flesh and machine dissolves. Passively grants [32CD32]+61[-] Max Health and [FFD700]+16.6[-] Max Stamina.","军用级活力核心——肉体与机械的界限消融。常驻[32CD32]+61[-]最大生命值与[FFD700]+16.6[-]最大耐力。"
modArmorVitalityLowerP5,items,Item,New,[4169E1]Vitality Rune — Feet P5[-],[4169E1]活力符石·足部P5[-]
modArmorVitalityLowerP5Desc,items,Item,New,"A military-grade vitality core — the line between flesh and machine dissolves. Passively grants [32CD32]+61[-] Max Health and [FFD700]+16.6[-] Max Stamina.","军用级活力核心——肉体与机械的界限消融。常驻[32CD32]+61[-]最大生命值与[FFD700]+16.6[-]最大耐力。"

modArmorVitalityUpperP6,items,Item,New,[9932CC]Vitality Rune — Head P6[-],[9932CC]活力符石·头部P6[-]
modArmorVitalityUpperP6Desc,items,Item,New,"A singularity-grade vitality anchor — your body is now a fortress of biomass. Passively grants [32CD32]+75[-] Max Health and [FFD700]+20[-] Max Stamina.","奇点级活力锚定——你的身躯已成生物质堡垒。常驻[32CD32]+75[-]最大生命值与[FFD700]+20[-]最大耐力。"
modArmorVitalityMiddleP6,items,Item,New,[9932CC]Vitality Rune — Chest P6[-],[9932CC]活力符石·胸甲P6[-]
modArmorVitalityMiddleP6Desc,items,Item,New,"A singularity-grade vitality anchor — your body is now a fortress of biomass. Passively grants [32CD32]+75[-] Max Health and [FFD700]+20[-] Max Stamina.","奇点级活力锚定——你的身躯已成生物质堡垒。常驻[32CD32]+75[-]最大生命值与[FFD700]+20[-]最大耐力。"
modArmorVitalityLowerP6,items,Item,New,[9932CC]Vitality Rune — Feet P6[-],[9932CC]活力符石·足部P6[-]
modArmorVitalityLowerP6Desc,items,Item,New,"A singularity-grade vitality anchor — your body is now a fortress of biomass. Passively grants [32CD32]+75[-] Max Health and [FFD700]+20[-] Max Stamina.","奇点级活力锚定——你的身躯已成生物质堡垒。常驻[32CD32]+75[-]最大生命值与[FFD700]+20[-]最大耐力。"

modArmorVitalityUpperP7,items,Item,New,[FF4500]Vitality Rune — Head P7[-],[FF4500]活力符石·头部P7[-]
modArmorVitalityUpperP7Desc,items,Item,New,"A mythical vitality core — legendary. Passively grants [32CD32]+80[-] Max Health, [FFD700]+25[-] Max Stamina, [FF4500]5%[-] Life Steal, and [FFA500]+15[-] Carry Capacity.","神话级活力核心——传奇品质。常驻[32CD32]+80[-]最大生命值、[FFD700]+25[-]最大耐力、[FF4500]5%[-]攻击吸血与[FFA500]+15[-]负重。"
modArmorVitalityMiddleP7,items,Item,New,[FF4500]Vitality Rune — Chest P7[-],[FF4500]活力符石·胸甲P7[-]
modArmorVitalityMiddleP7Desc,items,Item,New,"A mythical vitality core — legendary. Passively grants [32CD32]+80[-] Max Health, [FFD700]+25[-] Max Stamina, [FF4500]5%[-] Life Steal, and [FFA500]+15[-] Carry Capacity.","神话级活力核心——传奇品质。常驻[32CD32]+80[-]最大生命值、[FFD700]+25[-]最大耐力、[FF4500]5%[-]攻击吸血与[FFA500]+15[-]负重。"
modArmorVitalityLowerP7,items,Item,New,[FF4500]Vitality Rune — Feet P7[-],[FF4500]活力符石·足部P7[-]
modArmorVitalityLowerP7Desc,items,Item,New,"A mythical vitality core — legendary. Passively grants [32CD32]+80[-] Max Health, [FFD700]+25[-] Max Stamina, [FF4500]5%[-] Life Steal, and [FFA500]+15[-] Carry Capacity.","神话级活力核心——传奇品质。常驻[32CD32]+80[-]最大生命值、[FFD700]+25[-]最大耐力、[FF4500]5%[-]攻击吸血与[FFA500]+15[-]负重。"

modArmorConquestUpperP1,items,Item,New,[8B4513]Conquest Rune — Head P1[-],[8B4513]征服符石·头部P1[-]
modArmorConquestUpperP1Desc,items,Item,New,"A battle-forged offensive sigil that sharpens your killing edge. Passively grants [FF4500]+10[-] Entity Damage, [FF4500]+10%[-] Total Damage, and [FFA500]+3%[-] Armor Penetration.","战铸进攻符文——磨砺杀戮之刃。常驻[FF4500]+10[-]基础攻击力、[FF4500]+10%[-]总伤害与[FFA500]+3%[-]护甲穿透。"
modArmorConquestMiddleP1,items,Item,New,[8B4513]Conquest Rune — Chest P1[-],[8B4513]征服符石·胸甲P1[-]
modArmorConquestMiddleP1Desc,items,Item,New,"A battle-forged offensive sigil that sharpens your killing edge. Passively grants [FF4500]+10[-] Entity Damage, [FF4500]+10%[-] Total Damage, and [FFA500]+3%[-] Armor Penetration.","战铸进攻符文——磨砺杀戮之刃。常驻[FF4500]+10[-]基础攻击力、[FF4500]+10%[-]总伤害与[FFA500]+3%[-]护甲穿透。"
modArmorConquestLowerP1,items,Item,New,[8B4513]Conquest Rune — Feet P1[-],[8B4513]征服符石·足部P1[-]
modArmorConquestLowerP1Desc,items,Item,New,"A battle-forged offensive sigil that sharpens your killing edge. Passively grants [FF4500]+10[-] Entity Damage, [FF4500]+10%[-] Total Damage, and [FFA500]+3%[-] Armor Penetration.","战铸进攻符文——磨砺杀戮之刃。常驻[FF4500]+10[-]基础攻击力、[FF4500]+10%[-]总伤害与[FFA500]+3%[-]护甲穿透。"

modArmorConquestUpperP2,items,Item,New,[FF8C00]Conquest Rune — Head P2[-],[FF8C00]征服符石·头部P2[-]
modArmorConquestUpperP2Desc,items,Item,New,"A reinforced combat circuit with amplified offensive throughput. Passively grants [FF4500]+20[-] Entity Damage, [FF4500]+20%[-] Total Damage, and [FFA500]+3.6%[-] Armor Penetration.","强化型战斗回路——放大进攻输出。常驻[FF4500]+20[-]基础攻击力、[FF4500]+20%[-]总伤害与[FFA500]+3.6%[-]护甲穿透。"
modArmorConquestMiddleP2,items,Item,New,[FF8C00]Conquest Rune — Chest P2[-],[FF8C00]征服符石·胸甲P2[-]
modArmorConquestMiddleP2Desc,items,Item,New,"A reinforced combat circuit with amplified offensive throughput. Passively grants [FF4500]+20[-] Entity Damage, [FF4500]+20%[-] Total Damage, and [FFA500]+3.6%[-] Armor Penetration.","强化型战斗回路——放大进攻输出。常驻[FF4500]+20[-]基础攻击力、[FF4500]+20%[-]总伤害与[FFA500]+3.6%[-]护甲穿透。"
modArmorConquestLowerP2,items,Item,New,[FF8C00]Conquest Rune — Feet P2[-],[FF8C00]征服符石·足部P2[-]
modArmorConquestLowerP2Desc,items,Item,New,"A reinforced combat circuit with amplified offensive throughput. Passively grants [FF4500]+20[-] Entity Damage, [FF4500]+20%[-] Total Damage, and [FFA500]+3.6%[-] Armor Penetration.","强化型战斗回路——放大进攻输出。常驻[FF4500]+20[-]基础攻击力、[FF4500]+20%[-]总伤害与[FFA500]+3.6%[-]护甲穿透。"

modArmorConquestUpperP3,items,Item,New,[B8860B]Conquest Rune — Head P3[-],[B8860B]征服符石·头部P3[-]
modArmorConquestUpperP3Desc,items,Item,New,"An advanced annihilation matrix for superior armor shredding. Passively grants [FF4500]+30[-] Entity Damage, [FF4500]+30%[-] Total Damage, and [FFA500]+4.2%[-] Armor Penetration.","高级歼灭矩阵——极致碎甲之力。常驻[FF4500]+30[-]基础攻击力、[FF4500]+30%[-]总伤害与[FFA500]+4.2%[-]护甲穿透。"
modArmorConquestMiddleP3,items,Item,New,[B8860B]Conquest Rune — Chest P3[-],[B8860B]征服符石·胸甲P3[-]
modArmorConquestMiddleP3Desc,items,Item,New,"An advanced annihilation matrix for superior armor shredding. Passively grants [FF4500]+30[-] Entity Damage, [FF4500]+30%[-] Total Damage, and [FFA500]+4.2%[-] Armor Penetration.","高级歼灭矩阵——极致碎甲之力。常驻[FF4500]+30[-]基础攻击力、[FF4500]+30%[-]总伤害与[FFA500]+4.2%[-]护甲穿透。"
modArmorConquestLowerP3,items,Item,New,[B8860B]Conquest Rune — Feet P3[-],[B8860B]征服符石·足部P3[-]
modArmorConquestLowerP3Desc,items,Item,New,"An advanced annihilation matrix for superior armor shredding. Passively grants [FF4500]+30[-] Entity Damage, [FF4500]+30%[-] Total Damage, and [FFA500]+4.2%[-] Armor Penetration.","高级歼灭矩阵——极致碎甲之力。常驻[FF4500]+30[-]基础攻击力、[FF4500]+30%[-]总伤害与[FFA500]+4.2%[-]护甲穿透。"

modArmorConquestUpperP4,items,Item,New,[2E8B57]Conquest Rune — Head P4[-],[2E8B57]征服符石·头部P4[-]
modArmorConquestUpperP4Desc,items,Item,New,"A heavy assault protocol overclocked for sustained devastation. Passively grants [FF4500]+40[-] Entity Damage, [FF4500]+40%[-] Total Damage, and [FFA500]+4.8%[-] Armor Penetration.","重型突击协议——超频持续毁灭。常驻[FF4500]+40[-]基础攻击力、[FF4500]+40%[-]总伤害与[FFA500]+4.8%[-]护甲穿透。"
modArmorConquestMiddleP4,items,Item,New,[2E8B57]Conquest Rune — Chest P4[-],[2E8B57]征服符石·胸甲P4[-]
